age,gender,income,person_id,year_of_member,month_of_member,day_of_member
48.0,M,52000.0,104,2013,8,15
25.0,M,68000.0,6750,2015,10,27
82.0,M,78000.0,15872,2015,10,14
57.0,F,70000.0,4388,2016,9,21
50.0,M,70000.0,6500,2017,12,24
74.0,F,72000.0,1862,2018,7,25
49.0,F,59000.0,15998,2018,6,4
80.0,M,88000.0,8377,2017,5,3
62.0,F,81000.0,18,2016,6,17
63.0,M,50000.0,16313,2018,7,7
54.0,F,109000.0,170,2016,4,24
45.0,M,55000.0,14382,2018,5,1
49.0,F,110000.0,12333,2017,12,26
61.0,M,35000.0,5657,2017,8,2
46.0,M,46000.0,9354,2017,12,4
64.0,M,59000.0,9024,2014,7,26
69.0,F,89000.0,10264,2015,11,20
69.0,M,64000.0,4766,2015,3,28
66.0,M,70000.0,8539,2017,7,1
60.0,M,56000.0,4979,2014,8,10
40.0,F,51000.0,15323,2017,11,29
74.0,M,64000.0,14726,2015,9,22
52.0,F,31000.0,8149,2015,9,30
62.0,F,55000.0,559,2015,8,6
61.0,F,118000.0,70,2015,10,10
22.0,F,55000.0,1132,2017,8,12
62.0,M,35000.0,10223,2017,3,25
23.0,M,63000.0,4399,2017,8,31
90.0,F,104000.0,1807,2016,9,11
72.0,F,41000.0,590,2015,11,2
69.0,F,93000.0,4975,2016,3,7
71.0,F,43000.0,13346,2017,11,21
32.0,M,38000.0,12527,2018,4,22
36.0,M,51000.0,7931,2018,3,10
58.0,F,38000.0,1585,2018,6,21
75.0,M,103000.0,1233,2015,11,29
58.0,F,41000.0,11415,2017,9,29
76.0,M,69000.0,8608,2017,1,7
49.0,F,73000.0,10719,2013,10,26
57.0,F,90000.0,14867,2016,1,3
66.0,M,74000.0,10056,2018,1,18
33.0,M,54000.0,13745,2018,1,6
54.0,M,39000.0,2298,2018,5,23
48.0,F,82000.0,8543,2016,10,8
66.0,F,62000.0,1574,2017,2,27
46.0,F,73000.0,133,2015,2,21
51.0,F,91000.0,12342,2017,5,1
67.0,F,58000.0,1668,2015,8,13
28.0,F,65000.0,138,2018,1,20
20.0,F,55000.0,3127,2017,9,10
74.0,M,34000.0,2364,2017,8,1
67.0,M,73000.0,212,2013,10,19
86.0,M,55000.0,14169,2017,9,28
58.0,M,83000.0,8976,2017,9,6
67.0,M,41000.0,8056,2017,8,4
58.0,F,92000.0,8387,2017,2,13
54.0,F,82000.0,13694,2017,2,11
56.0,F,55000.0,9243,2016,6,24
58.0,M,41000.0,14227,2018,4,20
56.0,F,91000.0,3840,2018,7,20
63.0,M,61000.0,5080,2018,5,26
48.0,O,80000.0,3381,2016,7,29
50.0,M,59000.0,9911,2018,6,15
63.0,M,96000.0,12362,2017,8,4
79.0,F,94000.0,8945,2013,12,7
47.0,M,92000.0,10611,2018,1,23
57.0,M,110000.0,6965,2017,6,11
63.0,F,74000.0,10130,2016,7,28
79.0,M,64000.0,16761,2018,6,13
54.0,M,92000.0,4847,2015,8,11
53.0,M,33000.0,1067,2017,11,18
53.0,M,96000.0,6159,2017,11,13
70.0,F,58000.0,14277,2015,9,14
47.0,F,77000.0,7537,2016,3,6
42.0,M,60000.0,15356,2016,4,29
61.0,M,100000.0,87,2015,8,29
30.0,M,35000.0,1313,2018,3,5
59.0,M,108000.0,9372,2017,8,27
38.0,M,38000.0,11686,2018,6,15
72.0,F,35000.0,13239,2017,10,14
69.0,M,36000.0,3562,2015,3,24
31.0,M,55000.0,11796,2016,9,26
58.0,F,37000.0,1268,2018,4,13
74.0,F,61000.0,2627,2018,1,22
66.0,M,72000.0,12576,2016,3,21
65.0,F,88000.0,910,2017,4,21
56.0,F,83000.0,3765,2016,5,19
63.0,M,51000.0,6211,2018,4,24
38.0,F,69000.0,12747,2018,3,22
70.0,F,78000.0,7804,2017,11,1
64.0,F,70000.0,8326,2014,12,3
43.0,F,47000.0,11068,2018,3,16
47.0,M,69000.0,2861,2016,10,17
49.0,M,91000.0,6686,2015,9,6
64.0,F,59000.0,8491,2014,9,10
50.0,F,67000.0,10772,2015,9,16
32.0,O,54000.0,893,2016,12,23
56.0,F,106000.0,7773,2017,8,20
53.0,M,69000.0,5890,2016,1,8
33.0,M,68000.0,12598,2017,9,16
25.0,M,56000.0,9186,2015,8,29
59.0,O,73000.0,4893,2017,8,5
58.0,F,77000.0,4476,2017,12,20
73.0,F,67000.0,16175,2015,11,11
45.0,M,52000.0,14268,2017,7,27
22.0,F,50000.0,10283,2017,10,30
50.0,F,110000.0,8485,2017,11,14
57.0,M,33000.0,4354,2017,7,28
56.0,M,56000.0,9205,2015,8,23
68.0,F,115000.0,16345,2017,5,2
36.0,M,67000.0,10731,2018,7,21
66.0,M,50000.0,1402,2015,3,17
68.0,F,117000.0,14681,2018,5,18
84.0,F,68000.0,4883,2018,4,14
74.0,F,52000.0,589,2018,6,17
49.0,F,70000.0,9373,2017,11,6
30.0,F,69000.0,2420,2015,11,24
74.0,F,97000.0,9889,2017,8,14
55.0,F,57000.0,7922,2018,4,12
19.0,M,65000.0,9480,2017,1,14
69.0,M,70000.0,5406,2017,8,17
69.0,F,34000.0,5329,2018,5,16
54.0,M,39000.0,9695,2016,4,21
25.0,M,60000.0,1464,2014,7,11
49.0,F,112000.0,5025,2015,9,21
55.0,M,41000.0,8566,2017,10,22
69.0,M,72000.0,7181,2014,6,1
60.0,M,68000.0,8662,2017,11,1
40.0,M,91000.0,16372,2016,11,21
64.0,F,59000.0,3766,2017,6,4
65.0,M,50000.0,8460,2016,6,18
91.0,F,37000.0,16695,2017,8,15
71.0,M,87000.0,12169,2017,5,2
57.0,M,38000.0,13911,2016,11,14
51.0,M,93000.0,16085,2015,8,26
82.0,M,89000.0,198,2017,10,12
60.0,M,68000.0,14791,2016,12,27
68.0,M,71000.0,9304,2017,10,3
42.0,M,63000.0,4455,2017,6,9
65.0,F,77000.0,9726,2017,1,29
42.0,F,53000.0,14079,2017,12,29
45.0,M,63000.0,4478,2018,5,6
64.0,M,38000.0,15752,2017,10,3
53.0,F,32000.0,11851,2017,1,26
47.0,F,53000.0,15649,2017,10,24
92.0,M,113000.0,13388,2018,6,1
42.0,F,48000.0,14293,2016,8,13
45.0,M,68000.0,13776,2017,10,13
60.0,F,47000.0,5070,2018,5,28
32.0,M,34000.0,7522,2015,10,30
63.0,M,73000.0,15180,2017,7,1
89.0,F,81000.0,4551,2017,9,2
54.0,F,91000.0,16685,2017,7,29
53.0,F,95000.0,5464,2018,1,17
60.0,M,42000.0,7876,2017,10,21
21.0,M,74000.0,6182,2016,11,14
63.0,M,58000.0,7285,2017,10,5
90.0,F,75000.0,16376,2018,1,30
47.0,M,82000.0,3036,2016,10,17
25.0,M,46000.0,15096,2014,5,31
41.0,M,61000.0,14626,2017,5,10
22.0,M,31000.0,324,2016,2,26
57.0,F,51000.0,12632,2016,2,1
37.0,F,100000.0,16337,2015,9,28
65.0,F,79000.0,8004,2014,6,16
45.0,M,32000.0,4854,2018,4,8
42.0,M,53000.0,5399,2018,6,15
19.0,M,69000.0,10937,2017,9,15
33.0,M,51000.0,4265,2017,11,9
96.0,F,72000.0,16277,2017,11,28
46.0,M,42000.0,7389,2018,2,21
74.0,O,61000.0,2978,2015,9,10
62.0,F,103000.0,15695,2015,11,26
55.0,O,76000.0,11595,2017,5,4
50.0,F,92000.0,9150,2016,12,15
59.0,M,64000.0,5405,2016,4,8
73.0,M,106000.0,4852,2017,11,30
57.0,F,89000.0,1517,2016,5,24
86.0,M,92000.0,1415,2016,2,9
74.0,F,72000.0,96,2017,11,30
88.0,F,71000.0,8419,2017,3,25
63.0,M,44000.0,1533,2014,8,6
49.0,F,44000.0,7455,2016,1,23
49.0,F,115000.0,9148,2018,4,28
63.0,M,64000.0,7981,2017,9,7
25.0,M,73000.0,16275,2015,8,8
22.0,F,36000.0,4083,2018,1,9
55.0,F,58000.0,10224,2016,6,11
67.0,M,44000.0,6584,2017,12,13
52.0,F,71000.0,9431,2018,2,15
50.0,M,89000.0,15773,2018,6,13
42.0,F,56000.0,5540,2016,2,2
53.0,M,78000.0,6688,2015,9,13
70.0,F,101000.0,1847,2016,9,7
57.0,F,111000.0,6942,2015,11,7
41.0,M,49000.0,12256,2016,1,21
62.0,F,67000.0,5129,2016,11,1
63.0,M,90000.0,2132,2018,4,16
53.0,M,40000.0,1143,2017,4,23
60.0,M,57000.0,5489,2018,5,29
90.0,F,71000.0,15058,2018,5,31
52.0,M,50000.0,16732,2015,10,31
28.0,M,35000.0,37,2017,10,3
68.0,F,76000.0,30,2018,6,22
43.0,F,63000.0,15670,2017,9,28
20.0,F,47000.0,7566,2014,3,6
52.0,M,104000.0,5488,2016,9,26
73.0,F,75000.0,5782,2018,6,26
36.0,M,52000.0,13639,2018,3,16
28.0,M,51000.0,4941,2013,10,29
69.0,F,84000.0,11539,2016,10,26
33.0,F,56000.0,2068,2017,9,1
39.0,F,35000.0,7526,2017,8,18
51.0,F,84000.0,1984,2017,3,10
79.0,M,50000.0,1296,2016,1,3
40.0,M,44000.0,16386,2016,11,5
59.0,F,109000.0,6497,2015,8,17
54.0,M,75000.0,16618,2017,8,16
32.0,M,48000.0,9852,2018,1,24
37.0,M,57000.0,3361,2017,11,9
49.0,F,79000.0,14970,2018,1,10
66.0,M,69000.0,11283,2017,12,14
67.0,M,35000.0,15059,2018,2,26
47.0,M,38000.0,1655,2017,11,26
57.0,M,41000.0,2710,2018,4,5
31.0,M,45000.0,7616,2018,7,22
55.0,M,52000.0,11674,2018,1,20
81.0,M,74000.0,15842,2018,6,13
43.0,M,51000.0,12624,2018,3,24
76.0,F,85000.0,4404,2014,7,17
64.0,F,83000.0,2329,2016,12,24
61.0,F,80000.0,15827,2017,8,13
44.0,F,41000.0,7427,2018,4,13
72.0,F,39000.0,9477,2017,7,31
53.0,M,61000.0,8121,2018,5,1
50.0,M,62000.0,9280,2015,8,6
50.0,F,98000.0,14939,2017,1,1
81.0,F,57000.0,16002,2018,3,7
44.0,F,36000.0,1082,2017,11,6
81.0,O,57000.0,6151,2018,3,24
49.0,F,54000.0,11163,2017,12,27
61.0,F,108000.0,12675,2016,11,6
38.0,F,72000.0,14931,2017,7,26
58.0,M,77000.0,11914,2017,9,13
77.0,M,58000.0,9101,2015,1,1
63.0,F,31000.0,14121,2017,11,26
64.0,F,102000.0,5299,2016,8,7
33.0,F,43000.0,16580,2015,11,6
39.0,M,64000.0,7745,2018,5,21
61.0,M,34000.0,8567,2013,12,5
63.0,F,96000.0,7629,2016,4,10
63.0,M,34000.0,12518,2017,12,23
28.0,M,67000.0,11685,2017,10,3
46.0,M,32000.0,14803,2017,10,9
20.0,F,59000.0,16422,2017,12,26
70.0,M,98000.0,13571,2017,6,30
83.0,F,34000.0,12312,2017,6,15
20.0,F,62000.0,7720,2016,12,24
73.0,F,89000.0,4180,2017,12,4
29.0,M,67000.0,4239,2017,10,15
24.0,F,53000.0,8119,2018,3,21
98.0,M,52000.0,10043,2018,4,10
28.0,F,68000.0,14,2017,9,8
43.0,M,88000.0,2106,2018,5,21
60.0,M,51000.0,7155,2017,7,31
59.0,F,72000.0,5981,2017,12,15
81.0,F,62000.0,10242,2013,8,2
65.0,F,51000.0,11372,2017,8,5
76.0,M,99000.0,13028,2015,9,12
66.0,M,74000.0,8551,2017,11,15
62.0,M,76000.0,2066,2015,9,7
41.0,M,41000.0,9699,2017,5,29
33.0,F,41000.0,10410,2017,9,20
52.0,F,89000.0,11612,2016,1,16
38.0,F,50000.0,966,2017,10,8
57.0,M,83000.0,11142,2016,6,13
60.0,M,93000.0,1190,2013,8,2
41.0,M,71000.0,3132,2017,11,16
47.0,F,59000.0,6420,2015,10,12
53.0,M,91000.0,8574,2018,3,25
19.0,M,67000.0,2408,2017,5,7
55.0,F,47000.0,3514,2016,1,28
39.0,F,90000.0,14255,2016,7,13
50.0,M,42000.0,10229,2017,11,26
42.0,M,48000.0,10214,2017,9,16
56.0,M,32000.0,1199,2018,3,22
59.0,M,86000.0,13486,2015,10,14
60.0,M,92000.0,3367,2018,5,27
58.0,F,77000.0,11896,2016,9,6
64.0,F,33000.0,10270,2017,10,12
56.0,M,49000.0,11066,2015,7,20
77.0,M,73000.0,9409,2013,11,23
58.0,M,39000.0,1827,2017,4,23
69.0,F,74000.0,12078,2016,11,15
62.0,M,92000.0,10141,2016,11,29
79.0,M,71000.0,193,2017,3,8
53.0,F,31000.0,5541,2017,8,18
64.0,M,60000.0,1442,2016,4,19
49.0,F,52000.0,3357,2017,6,10
22.0,M,54000.0,8929,2017,11,14
79.0,M,42000.0,9109,2016,11,17
38.0,F,60000.0,16681,2017,8,9
64.0,F,88000.0,13816,2018,6,7
81.0,F,71000.0,11551,2016,4,17
47.0,F,40000.0,7895,2013,11,11
20.0,M,40000.0,598,2017,11,20
83.0,F,69000.0,501,2017,3,5
56.0,M,57000.0,1627,2014,4,7
37.0,M,46000.0,12295,2014,12,7
44.0,F,71000.0,13797,2018,6,10
22.0,F,51000.0,13870,2017,8,28
51.0,M,53000.0,15206,2017,8,10
42.0,M,33000.0,14157,2018,5,19
48.0,M,39000.0,16759,2018,6,29
78.0,M,44000.0,5167,2018,1,21
67.0,M,69000.0,1762,2015,12,24
33.0,M,54000.0,5687,2018,5,30
83.0,F,58000.0,12889,2017,8,7
74.0,M,61000.0,12899,2018,7,15
34.0,M,72000.0,1979,2014,6,18
57.0,F,72000.0,5179,2015,8,10
29.0,F,39000.0,2192,2014,5,29
68.0,M,52000.0,1587,2018,3,9
21.0,F,31000.0,16561,2016,11,1
20.0,M,33000.0,12377,2018,3,8
62.0,F,74000.0,927,2017,11,8
31.0,M,60000.0,8073,2017,9,15
46.0,M,75000.0,5354,2017,11,17
70.0,F,67000.0,6384,2016,10,31
54.0,F,53000.0,16226,2016,5,25
53.0,M,83000.0,639,2017,6,3
67.0,F,102000.0,6416,2018,6,13
30.0,M,53000.0,14537,2018,6,21
76.0,F,109000.0,9933,2017,7,21
57.0,F,89000.0,5757,2016,10,4
36.0,M,37000.0,15774,2015,3,5
42.0,M,50000.0,12059,2018,1,7
54.0,M,95000.0,7840,2016,3,31
19.0,M,34000.0,12108,2015,1,15
100.0,F,118000.0,2600,2017,9,5
59.0,F,111000.0,1336,2016,2,11
72.0,M,53000.0,299,2018,6,9
38.0,F,63000.0,10588,2017,8,6
20.0,F,39000.0,5656,2017,12,5
42.0,M,78000.0,7407,2016,7,29
51.0,M,66000.0,10975,2017,11,23
70.0,M,35000.0,1795,2017,7,31
38.0,M,56000.0,9522,2015,12,13
85.0,M,95000.0,7588,2017,7,27
53.0,M,92000.0,16603,2015,11,16
51.0,M,61000.0,9753,2015,3,30
26.0,M,63000.0,5946,2017,8,22
40.0,M,70000.0,11831,2018,7,6
75.0,M,50000.0,15473,2013,12,15
40.0,M,99000.0,14303,2013,12,29
81.0,F,33000.0,15325,2015,8,10
78.0,M,42000.0,3537,2017,9,21
53.0,M,100000.0,7563,2016,7,4
49.0,M,79000.0,7476,2016,1,1
58.0,M,31000.0,12414,2017,9,29
59.0,M,73000.0,12264,2017,8,27
58.0,F,95000.0,2289,2017,10,23
36.0,F,77000.0,8797,2016,8,29
66.0,M,56000.0,10856,2018,7,16
71.0,M,84000.0,2931,2017,1,17
83.0,M,52000.0,6320,2017,3,1
52.0,M,65000.0,6369,2013,7,30
61.0,F,109000.0,13467,2017,11,3
49.0,M,74000.0,9990,2014,8,2
70.0,F,87000.0,12094,2016,7,4
53.0,F,104000.0,3921,2017,12,10
59.0,F,73000.0,5311,2016,8,13
21.0,F,63000.0,4423,2017,1,25
53.0,F,87000.0,3139,2017,5,28
32.0,M,45000.0,9710,2016,7,26
63.0,F,51000.0,6628,2018,1,20
75.0,F,72000.0,11967,2015,11,17
56.0,M,52000.0,10951,2018,4,12
49.0,M,45000.0,3377,2015,8,9
42.0,M,93000.0,11890,2015,6,25
55.0,M,71000.0,7124,2017,2,12
44.0,M,55000.0,10670,2015,11,4
70.0,M,60000.0,16465,2015,12,10
62.0,M,31000.0,13303,2018,4,3
96.0,M,82000.0,5922,2016,4,12
65.0,M,116000.0,6295,2017,9,10
51.0,F,85000.0,4850,2016,11,29
44.0,F,63000.0,5871,2017,10,6
39.0,F,31000.0,4178,2015,12,25
40.0,F,41000.0,12930,2016,6,28
33.0,F,64000.0,1475,2018,7,23
76.0,F,64000.0,8176,2016,6,4
26.0,M,62000.0,10846,2018,6,22
65.0,M,31000.0,14365,2016,3,23
64.0,F,86000.0,13682,2016,3,26
75.0,M,36000.0,5625,2018,2,1
75.0,F,99000.0,12977,2018,2,5
58.0,F,81000.0,8215,2017,10,29
25.0,M,50000.0,6186,2017,8,11
19.0,M,46000.0,641,2017,9,2
26.0,F,69000.0,11158,2018,5,24
58.0,M,75000.0,12584,2016,5,25
69.0,F,67000.0,14403,2014,12,8
58.0,M,93000.0,6742,2018,1,2
48.0,M,52000.0,4406,2016,2,6
26.0,F,55000.0,5605,2018,2,10
35.0,F,58000.0,9676,2017,2,24
63.0,M,46000.0,561,2015,5,30
24.0,F,75000.0,11440,2017,4,17
48.0,F,71000.0,5111,2017,11,16
55.0,M,79000.0,13808,2016,6,7
58.0,M,44000.0,10194,2016,6,1
75.0,F,75000.0,8518,2017,11,21
55.0,F,89000.0,12092,2015,10,30
84.0,M,53000.0,13635,2017,3,7
79.0,F,102000.0,2184,2017,1,22
66.0,M,96000.0,6425,2016,12,12
67.0,F,61000.0,9824,2017,12,9
69.0,F,73000.0,11730,2016,6,10
66.0,M,62000.0,2935,2015,12,12
72.0,F,116000.0,840,2016,3,11
69.0,F,53000.0,16566,2017,9,28
60.0,M,41000.0,12641,2017,12,14
84.0,M,72000.0,4295,2017,10,7
53.0,F,68000.0,7346,2017,11,16
81.0,F,111000.0,12486,2015,11,9
53.0,M,62000.0,10923,2014,12,17
64.0,M,56000.0,12164,2017,12,7
70.0,M,52000.0,8754,2018,3,4
52.0,F,60000.0,11503,2015,12,26
18.0,M,46000.0,5685,2018,4,21
54.0,F,37000.0,4411,2017,2,27
56.0,F,40000.0,11474,2015,10,10
68.0,F,88000.0,7944,2017,2,8
30.0,M,55000.0,16406,2018,6,21
59.0,M,32000.0,4994,2017,10,21
50.0,M,33000.0,4613,2018,3,8
30.0,M,41000.0,15749,2013,10,13
76.0,M,43000.0,8915,2018,5,13
34.0,M,39000.0,9104,2018,4,11
74.0,M,75000.0,4004,2016,10,5
56.0,M,77000.0,3998,2016,4,2
87.0,F,58000.0,11427,2016,2,10
80.0,M,60000.0,14928,2018,1,13
64.0,M,53000.0,3271,2016,3,20
22.0,M,66000.0,11783,2018,1,3
49.0,F,102000.0,3039,2018,1,14
66.0,M,35000.0,14934,2018,4,29
70.0,M,70000.0,1459,2016,8,19
52.0,M,83000.0,4072,2016,4,22
60.0,M,54000.0,6885,2017,8,3
65.0,M,52000.0,11314,2015,12,26
43.0,M,59000.0,16290,2016,2,25
24.0,M,40000.0,9065,2018,1,3
65.0,M,42000.0,311,2018,3,10
25.0,M,35000.0,12896,2014,11,10
76.0,M,56000.0,8308,2015,11,14
73.0,M,73000.0,4317,2018,2,13
62.0,F,107000.0,6973,2016,6,13
48.0,M,39000.0,9417,2017,12,6
20.0,M,75000.0,11735,2018,4,27
60.0,F,77000.0,224,2017,12,6
66.0,M,58000.0,7954,2018,1,22
48.0,M,57000.0,13789,2017,5,2
80.0,M,39000.0,9208,2013,11,4
46.0,F,45000.0,16862,2017,11,10
61.0,F,98000.0,16533,2018,3,19
70.0,F,71000.0,4094,2017,12,17
63.0,F,100000.0,15117,2016,1,21
30.0,F,63000.0,2645,2017,8,1
61.0,M,71000.0,9585,2017,12,7
55.0,M,74000.0,14804,2017,9,11
53.0,F,99000.0,9385,2016,3,11
50.0,M,31000.0,13420,2017,11,21
68.0,M,81000.0,9151,2016,5,1
19.0,F,67000.0,10452,2015,7,20
44.0,F,61000.0,6512,2017,4,30
65.0,M,35000.0,8606,2017,4,8
72.0,M,95000.0,10899,2016,2,23
58.0,M,47000.0,2993,2015,8,11
66.0,M,70000.0,8039,2016,10,17
67.0,F,110000.0,15614,2015,7,29
72.0,M,56000.0,9488,2017,5,10
58.0,M,31000.0,4293,2015,12,21
63.0,F,56000.0,5409,2017,7,25
74.0,M,52000.0,15367,2017,12,13
50.0,M,86000.0,14397,2016,4,23
35.0,M,73000.0,11784,2018,5,5
51.0,F,76000.0,6247,2018,1,16
48.0,M,57000.0,10172,2018,6,4
62.0,M,68000.0,2306,2014,3,12
71.0,F,108000.0,2396,2017,11,30
42.0,M,57000.0,12562,2014,7,2
78.0,F,89000.0,14824,2017,11,28
81.0,F,119000.0,1490,2017,4,24
64.0,F,71000.0,14953,2017,7,29
43.0,M,56000.0,9668,2017,5,18
48.0,F,93000.0,2943,2015,8,13
35.0,O,54000.0,16161,2017,11,15
40.0,M,79000.0,5200,2016,9,11
54.0,F,73000.0,16023,2017,12,21
53.0,M,115000.0,16344,2017,12,10
63.0,M,47000.0,16425,2013,9,21
64.0,F,68000.0,8921,2016,8,12
56.0,O,33000.0,1104,2018,5,1
71.0,M,73000.0,12171,2015,10,11
78.0,M,77000.0,395,2016,1,19
43.0,M,32000.0,4776,2015,1,9
35.0,F,52000.0,3170,2013,8,10
67.0,M,82000.0,4995,2016,12,17
86.0,F,93000.0,16359,2015,9,1
53.0,F,114000.0,3901,2016,2,15
45.0,F,33000.0,8230,2017,8,30
49.0,M,40000.0,791,2017,11,8
37.0,M,66000.0,15261,2017,10,29
81.0,F,88000.0,16423,2015,7,29
33.0,F,41000.0,13228,2017,9,23
48.0,F,74000.0,9736,2017,9,7
54.0,F,92000.0,5424,2017,12,16
88.0,F,55000.0,8164,2017,10,20
22.0,F,65000.0,11917,2016,4,26
62.0,F,98000.0,11527,2016,5,2
41.0,M,60000.0,5278,2016,2,3
60.0,F,53000.0,2994,2015,12,27
75.0,M,64000.0,8120,2016,9,20
51.0,F,100000.0,2294,2018,6,28
60.0,F,32000.0,436,2018,1,6
80.0,M,70000.0,14482,2015,9,26
19.0,M,59000.0,12038,2018,5,1
53.0,M,34000.0,10160,2014,9,8
41.0,M,53000.0,7568,2017,9,19
55.0,F,52000.0,14672,2016,10,15
66.0,M,86000.0,807,2017,10,13
42.0,F,59000.0,11542,2017,8,21
77.0,M,61000.0,1907,2018,4,28
59.0,M,63000.0,4705,2018,3,18
77.0,F,87000.0,5152,2016,1,13
58.0,F,93000.0,11472,2017,4,8
53.0,F,99000.0,15711,2016,8,5
43.0,M,33000.0,11476,2018,5,24
50.0,M,39000.0,16429,2016,9,11
56.0,F,76000.0,13403,2017,12,8
62.0,M,50000.0,8985,2017,1,15
64.0,M,36000.0,14503,2017,12,23
31.0,M,44000.0,5161,2018,1,18
56.0,M,99000.0,74,2016,3,22
60.0,F,99000.0,4019,2018,1,16
51.0,M,63000.0,15620,2017,1,6
71.0,M,32000.0,10679,2017,10,11
80.0,M,51000.0,3048,2018,3,28
67.0,F,87000.0,13185,2017,5,16
76.0,F,98000.0,1757,2015,12,17
29.0,M,59000.0,8982,2017,12,23
63.0,F,81000.0,8130,2018,4,2
64.0,F,76000.0,5330,2017,12,3
22.0,M,56000.0,8857,2014,9,9
52.0,F,80000.0,8781,2017,12,1
82.0,F,99000.0,12603,2016,3,13
63.0,F,86000.0,14522,2017,5,15
27.0,M,70000.0,8583,2018,7,3
82.0,M,86000.0,10444,2017,10,10
55.0,F,81000.0,16267,2017,8,16
60.0,F,115000.0,5986,2017,4,18
67.0,F,81000.0,2391,2018,2,20
44.0,M,55000.0,5394,2017,9,12
19.0,M,46000.0,11327,2015,8,24
62.0,M,114000.0,16444,2018,1,28
57.0,F,70000.0,6995,2016,8,5
75.0,M,71000.0,1598,2017,10,8
52.0,M,73000.0,8477,2017,10,30
69.0,M,80000.0,2031,2017,4,28
50.0,F,70000.0,9878,2017,8,2
63.0,M,40000.0,5116,2017,8,9
66.0,F,62000.0,13046,2018,5,1
45.0,F,61000.0,11878,2016,7,21
63.0,F,31000.0,15788,2016,12,3
82.0,M,62000.0,10577,2017,9,12
70.0,M,47000.0,16847,2017,7,29
60.0,F,101000.0,13027,2017,12,29
85.0,F,75000.0,15533,2017,4,18
57.0,M,69000.0,15476,2017,12,15
28.0,M,41000.0,15858,2016,4,22
59.0,M,68000.0,12521,2015,8,25
57.0,M,83000.0,4808,2016,4,4
38.0,M,46000.0,15111,2015,8,20
44.0,M,47000.0,7452,2016,11,22
24.0,M,63000.0,9174,2018,2,2
76.0,M,36000.0,9484,2018,3,8
33.0,M,33000.0,6008,2018,5,25
71.0,F,72000.0,2876,2017,3,3
28.0,M,60000.0,10656,2016,9,29
63.0,F,58000.0,12752,2018,3,14
42.0,M,74000.0,7198,2017,10,14
55.0,F,53000.0,742,2018,7,22
53.0,F,84000.0,12928,2017,9,11
64.0,M,61000.0,3484,2018,3,10
54.0,M,46000.0,5259,2014,10,24
93.0,F,59000.0,12554,2016,4,11
24.0,F,33000.0,16652,2018,6,6
48.0,F,82000.0,11034,2015,1,12
28.0,M,48000.0,3594,2018,5,29
51.0,F,98000.0,2757,2017,8,1
55.0,M,91000.0,496,2016,5,9
23.0,M,42000.0,16216,2016,11,2
51.0,F,56000.0,4124,2017,11,14
20.0,O,33000.0,2348,2018,2,5
83.0,M,39000.0,13124,2015,3,7
63.0,M,89000.0,15563,2017,5,7
53.0,M,50000.0,9669,2016,10,7
47.0,O,39000.0,14821,2016,10,12
86.0,M,55000.0,2770,2016,9,14
37.0,M,64000.0,11938,2018,1,5
49.0,F,104000.0,16026,2017,8,21
61.0,M,81000.0,1405,2016,9,29
66.0,M,42000.0,11898,2017,11,6
37.0,F,60000.0,15071,2015,11,13
70.0,M,73000.0,7900,2018,1,4
65.0,F,53000.0,14948,2017,10,21
45.0,M,67000.0,4657,2017,3,26
40.0,M,57000.0,2327,2018,4,27
62.0,F,55000.0,6009,2018,4,21
42.0,M,52000.0,12780,2017,12,17
64.0,M,108000.0,9493,2016,2,7
70.0,M,105000.0,9596,2017,8,3
29.0,M,41000.0,6279,2017,2,28
37.0,M,69000.0,1790,2016,10,17
59.0,M,74000.0,6183,2017,4,3
20.0,M,62000.0,1894,2016,1,10
47.0,M,54000.0,3692,2018,3,8
37.0,M,48000.0,8452,2018,3,27
89.0,M,82000.0,8336,2018,6,18
23.0,M,34000.0,11182,2017,9,24
55.0,M,80000.0,7838,2017,12,26
48.0,F,46000.0,9351,2018,7,13
42.0,M,48000.0,935,2015,9,1
52.0,F,114000.0,10650,2016,10,21
38.0,M,47000.0,2279,2016,5,14
35.0,M,42000.0,12244,2017,9,6
53.0,M,104000.0,16011,2015,8,31
82.0,F,65000.0,8778,2015,8,21
32.0,M,57000.0,298,2015,2,13
28.0,M,33000.0,2467,2018,7,26
62.0,F,96000.0,1000,2017,7,3
92.0,F,63000.0,14889,2018,2,25
49.0,M,67000.0,14526,2017,10,2
82.0,M,115000.0,14262,2017,12,5
41.0,M,57000.0,16745,2014,6,18
75.0,M,89000.0,14845,2016,1,17
61.0,M,35000.0,8964,2017,12,18
61.0,F,49000.0,2884,2015,10,18
30.0,F,56000.0,5381,2016,5,20
54.0,M,72000.0,8525,2013,9,14
52.0,F,84000.0,2260,2017,8,17
43.0,M,42000.0,12102,2018,5,16
32.0,M,52000.0,14047,2014,1,17
35.0,F,74000.0,13917,2017,10,21
31.0,M,69000.0,1518,2014,11,3
50.0,M,59000.0,9375,2016,4,4
38.0,F,59000.0,13594,2013,10,6
57.0,F,53000.0,3135,2016,8,29
50.0,F,58000.0,5793,2018,2,12
24.0,M,65000.0,384,2015,11,23
64.0,O,31000.0,16339,2018,5,29
56.0,M,49000.0,13033,2015,2,4
20.0,M,67000.0,10739,2016,8,14
65.0,F,53000.0,12324,2016,10,4
33.0,M,42000.0,36,2017,12,22
